ID,X0,X2,X3,X12,X14,X17,X19,X20,X22,X23,X27,X28,X29,X31,X34,X35,X37,X43,X44,X46,X47,X48,X51,X52,X53,X54,X61,X62,X64,X66,X68,X69,X71,X75,X76,X78,X80,X81,X82,X84,X85,X90,X94,X96,X98,X99,X101,X102,X108,X109,X111,X113,X115,X118,X119,X120,X125,X126,X127,X128,X130,X131,X132,X134,X135,X136,X142,X144,X147,X148,X150,X151,X155,X156,X157,X158,X159,X162,X163,X166,X167,X169,X170,X171,X172,X176,X178,X179,X180,X183,X185,X187,X189,X191,X197,X198,X208,X209,X211,X214,X215,X216,X218,X219,X221,X222,X223,X224,X227,X228,X229,X231,X232,X234,X236,X237,X238,X239,X241,X242,X244,X250,X251,X255,X256,X261,X263,X264,X265,X267,X271,X272,X273,X274,X275,X276,X277,X279,X283,X285,X286,X300,X301,X302,X304,X306,X308,X309,X310,X311,X312,X313,X314,X315,X316,X317,X325,X328,X329,X331,X336,X339,X343,X344,X346,X348,X349,X350,X351,X352,X354,X355,X360,X363,X367,X368,X370,X371,X373,X376,X377,X378,X379,X382,Unnamed: 0,0,1,2,3,4,5,6,7,8,9,10,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
31,29,38,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,32.19098663330078,36.74177551269531,-1.0,46.27099227905274,-1.0,34.17694091796875,-1.0,-1.0,16.324243545532227,-1.0,-1.0,18.07483673095703,38.445560455322266,8.033329963684082,50.0993537902832,5.713780403137207,17.441862106323242,-1.0,60.55888366699219,7.104860782623291,-1.0,17.142179489135742,-1.0,14.4838228225708,49.00770950317383,-1.0,22.963951110839844,-1.0,14.490209579467773,-1.0,30.354267120361328
32,9,25,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,11,27.14449882507324,30.96653175354004,-1.0,38.59594345092773,-1.0,27.74696922302246,-1.0,-1.0,11.66462516784668,-1.0,-1.0,16.712020874023438,32.360504150390625,8.880550384521484,41.84503936767578,5.861257076263428,12.96607780456543,-1.0,50.33108520507813,6.793530464172362,-1.0,11.663116455078125,-1.0,10.314413070678713,40.7000846862793,-1.0,20.725622177124023,-1.0,10.319177627563477,-1.0,25.263582229614254
34,39,7,2,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,12,26.217071533203125,29.29734992980957,-1.0,35.28828811645508,-1.0,25.283649444580078,-1.0,-1.0,10.237849235534668,-1.0,-1.0,16.07705307006836,29.418806076049805,9.200230598449707,39.24298477172852,6.210805416107178,11.439250946044922,-1.0,45.86375045776367,5.891942024230957,-1.0,9.449827194213867,-1.0,9.096709251403807,37.61247253417969,-1.0,19.56201171875,-1.0,8.868577003479004,-1.0,24.04442596435547
36,9,25,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,13,27.05693244934082,31.142864227294922,-1.0,38.59011840820313,-1.0,27.77309608459473,-1.0,-1.0,11.652006149291992,-1.0,-1.0,16.802101135253903,32.42724609375,8.814994812011719,41.8924446105957,5.987038612365723,13.010305404663086,-1.0,50.36711883544922,6.801934242248535,-1.0,11.620134353637695,-1.0,10.440287590026855,40.72089767456055,-1.0,20.737157821655273,-1.0,10.35427474975586,-1.0,25.28974533081055
37,36,16,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,14,27.56420516967773,31.465917587280273,-1.0,37.56401824951172,-1.0,27.45642471313477,-1.0,-1.0,11.222640991210938,-1.0,-1.0,16.404279708862305,31.845521926879886,8.756086349487305,41.61063003540039,6.349057674407959,12.796751022338867,-1.0,49.23604965209961,6.394324779510497,-1.0,11.654870986938475,-1.0,10.501540184020996,40.753719329833984,-1.0,20.26244163513184,-1.0,10.674803733825684,-1.0,25.539539337158203
38,35,8,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,26.82037353515625,30.165264129638672,-1.0,36.37276458740234,-1.0,25.8317813873291,-1.0,-1.0,10.627382278442383,-1.0,-1.0,16.244071960449222,30.785573959350586,9.28341579437256,40.06571578979492,6.494804382324219,11.990314483642578,-1.0,47.62464141845703,6.244454860687256,-1.0,10.713172912597656,-1.0,9.684073448181152,39.47113037109375,-1.0,20.1777400970459,-1.0,9.878901481628418,-1.0,24.437145233154297
39,9,25,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,16,27.05693244934082,31.142864227294922,-1.0,38.59011840820313,-1.0,27.77309608459473,-1.0,-1.0,11.652006149291992,-1.0,-1.0,16.802101135253903,32.42724609375,8.814994812011719,41.8924446105957,5.987038612365723,13.010305404663086,-1.0,50.36711883544922,6.801934242248535,-1.0,11.620134353637695,-1.0,10.440287590026855,40.72089767456055,-1.0,20.737157821655273,-1.0,10.35427474975586,-1.0,25.28974533081055
40,19,16,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,29.39961051940918,34.84671401977539,-1.0,42.74311065673828,-1.0,31.16405868530273,-1.0,-1.0,15.123052597045898,-1.0,-1.0,18.35787582397461,35.3568115234375,8.732687950134277,46.27331161499024,6.208262920379639,15.479297637939453,-1.0,56.31989288330078,5.779067039489746,-1.0,13.84129810333252,-1.0,12.211363792419435,44.915565490722656,-1.0,22.3118839263916,-1.0,12.236613273620605,-1.0,27.95159912109375
44,27,33,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,18,26.0639705657959,29.99825859069824,-1.0,36.466609954833984,-1.0,27.535139083862305,-1.0,-1.0,10.440847396850586,-1.0,-1.0,16.980281829833984,30.1335391998291,9.073999404907227,40.75802612304688,6.3054871559143075,11.202699661254883,-1.0,48.01678085327149,6.248654842376709,-1.0,10.563522338867188,-1.0,9.764384269714355,37.79155731201172,-1.0,19.19105529785156,-1.0,9.224519729614258,-1.0,24.37817001342773
47,35,8,5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,19,27.04784774780273,30.9393253326416,-1.0,37.104942321777344,-1.0,26.952062606811523,-1.0,-1.0,11.141310691833496,-1.0,-1.0,16.301321029663086,31.189563751220703,8.953364372253418,41.16092300415039,6.085932731628418,12.690956115722654,-1.0,48.36982345581055,6.683812618255615,-1.0,11.035633087158203,-1.0,10.064860343933104,39.7102165222168,-1.0,20.682260513305664,-1.0,9.948966979980467,-1.0,24.89154052734375
48,27,33,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,20,26.25373268127441,29.89434814453125,-1.0,36.16338348388672,-1.0,27.28322792053223,-1.0,-1.0,10.015055656433104,-1.0,-1.0,16.192131042480472,30.477169036865234,8.959356307983398,40.37541198730469,6.3250389099121085,11.433914184570312,-1.0,47.5977554321289,6.7327537536621085,-1.0,10.721299171447754,-1.0,9.768983840942383,38.18634796142578,-1.0,19.477619171142575,-1.0,9.323084831237793,-1.0,24.68287467956543
